layer_name,role,layer_index,layer_index_normalized,n_in,n_out,n_params,weight_kurtosis,weight_max_abs,weight_mean_abs,weight_outlier_ratio,effective_rank,condition_proxy
model.language_model.layers.35.self_attn.q_proj,attn_qkv,35,0.8536585365853658,2560,4096,10485760,1.8740653991699219,0.33984375,0.016876220703125,20.137432188065098,1887.3341064453125,3.1422180860699727
model.language_model.layers.35.self_attn.o_proj,attn_out,35,0.8536585365853658,4096,2560,10485760,1.5572428703308105,0.302734375,0.01551055908203125,19.517953762911954,2111.530029296875,3.801994722166116
model.language_model.layers.35.mlp.gate_proj,mlp_up,35,0.8536585365853658,2560,10240,26214400,1.146897792816162,0.65625,0.019561767578125,33.54758190327613,2392.302734375,3.4588646214150893
model.language_model.layers.35.mlp.up_proj,mlp_up,35,0.8536585365853658,2560,10240,26214400,0.3133833408355713,0.3046875,0.02001953125,15.21951219512195,2419.866455078125,2.2440146302433406
model.language_model.layers.35.mlp.down_proj,mlp_down,35,0.8536585365853658,10240,2560,26214400,0.9559431076049805,0.478515625,0.0136566162109375,35.039106145251395,2416.296875,2.6276196657253883
model.language_model.layers.35.per_layer_input_gate,other,35,0.8536585365853658,2560,256,655360,3.958332061767578,0.314453125,0.01593017578125,19.739463601532567,235.7892303466797,3.7013110016920714
model.language_model.layers.35.per_layer_projection,other,35,0.8536585365853658,256,2560,655360,4.941629886627197,0.609375,0.039520263671875,15.41930501930502,213.26559448242188,1.5339839242116775
model.language_model.layers.36.self_attn.q_proj,attn_qkv,36,0.8780487804878049,2560,2048,5242880,3.239823341369629,0.298828125,0.0169525146484375,17.62736273627363,1560.0263671875,4.188366012877824
model.language_model.layers.36.self_attn.o_proj,attn_out,36,0.8780487804878049,2048,2560,5242880,3.7772722244262695,0.71875,0.0205535888671875,34.96956198960653,1636.6829833984375,4.609220956372096
model.language_model.layers.36.mlp.gate_proj,mlp_up,36,0.8780487804878049,2560,10240,26214400,1.0352153778076172,0.435546875,0.019805908203125,21.99075500770416,2406.114501953125,3.052281797568619
model.language_model.layers.36.mlp.up_proj,mlp_up,36,0.8780487804878049,2560,10240,26214400,0.1826915740966797,0.314453125,0.0204315185546875,15.39058999253174,2429.1650390625,1.631801192209532
model.language_model.layers.36.mlp.down_proj,mlp_down,36,0.8780487804878049,10240,2560,26214400,0.6918869018554688,0.3984375,0.01384735107421875,28.773553719008266,2414.57373046875,2.4133508477270156
model.language_model.layers.36.per_layer_input_gate,other,36,0.8780487804878049,2560,256,655360,4.462656497955322,0.412109375,0.0166168212890625,24.800734618916437,235.3219757080078,3.2602611717985774
model.language_model.layers.36.per_layer_projection,other,36,0.8780487804878049,256,2560,655360,11.584502220153809,0.765625,0.0298004150390625,25.691756272401435,214.5853729248047,1.3444880317419956
model.language_model.layers.37.self_attn.q_proj,attn_qkv,37,0.9024390243902439,2560,2048,5242880,2.9586892127990723,0.3046875,0.016510009765625,18.454713493530498,1553.1043701171875,3.4933917525877
model.language_model.layers.37.self_attn.o_proj,attn_out,37,0.9024390243902439,2048,2560,5242880,4.396336555480957,0.43359375,0.0197296142578125,21.976798143851507,1629.8046875,4.53764117120916
model.language_model.layers.37.mlp.gate_proj,mlp_up,37,0.9024390243902439,2560,10240,26214400,0.7740795612335205,0.30859375,0.0187225341796875,16.482477587612063,2415.638916015625,2.4627427751651143
model.language_model.layers.37.mlp.up_proj,mlp_up,37,0.9024390243902439,2560,10240,26214400,0.14023876190185547,0.314453125,0.0193328857421875,16.265193370165747,2432.456787109375,1.4748738844970382
model.language_model.layers.37.mlp.down_proj,mlp_down,37,0.9024390243902439,10240,2560,26214400,0.4613680839538574,0.353515625,0.014434814453125,24.49048625792812,2409.958984375,2.334322621141216
model.language_model.layers.37.per_layer_input_gate,other,37,0.9024390243902439,2560,256,655360,2.2975258827209473,0.31640625,0.0172119140625,18.382978723404257,232.5104217529297,3.326312794807641
model.language_model.layers.37.per_layer_projection,other,37,0.9024390243902439,256,2560,655360,12.372397422790527,0.7109375,0.030548095703125,23.272727272727273,214.42172241210938,1.5647586781232454
model.language_model.layers.38.self_attn.q_proj,attn_qkv,38,0.926829268292683,2560,2048,5242880,2.7383127212524414,0.318359375,0.0164794921875,19.31851851851852,1540.80712890625,3.2740221165439407
model.language_model.layers.38.self_attn.o_proj,attn_out,38,0.926829268292683,2048,2560,5242880,5.006230354309082,0.30859375,0.0188140869140625,16.40227088402271,1577.25,4.091517020655695
model.language_model.layers.38.mlp.gate_proj,mlp_up,38,0.926829268292683,2560,10240,26214400,0.880591630935669,0.33984375,0.0182647705078125,18.606516290726816,2415.735595703125,2.503467472415298
model.language_model.layers.38.mlp.up_proj,mlp_up,38,0.926829268292683,2560,10240,26214400,0.14918303489685059,0.314453125,0.018951416015625,16.59259259259259,2434.730224609375,1.4393462389184166
model.language_model.layers.38.mlp.down_proj,mlp_down,38,0.926829268292683,10240,2560,26214400,0.6076619625091553,0.40625,0.01464080810546875,27.747785304846275,2407.38720703125,2.2357506885218137
model.language_model.layers.38.per_layer_input_gate,other,38,0.926829268292683,2560,256,655360,2.8108644485473633,0.296875,0.0172271728515625,17.232949512843224,228.2821807861328,3.704381560293254
model.language_model.layers.38.per_layer_projection,other,38,0.926829268292683,256,2560,655360,17.599763870239258,0.640625,0.02398681640625,26.70737913486005,215.23507690429688,1.3122630495787515
model.language_model.layers.39.self_attn.q_proj,attn_qkv,39,0.9512195121951219,2560,2048,5242880,3.4230899810791016,0.296875,0.016265869140625,18.25140712945591,1535.0394287109375,3.233487949027599
model.language_model.layers.39.self_attn.o_proj,attn_out,39,0.9512195121951219,2048,2560,5242880,4.76232385635376,0.375,0.0199432373046875,18.80336648814078,1597.3343505859375,4.455617023836917
model.language_model.layers.39.mlp.gate_proj,mlp_up,39,0.9512195121951219,2560,10240,26214400,1.1460671424865723,0.3828125,0.019317626953125,19.816745655608216,2409.515380859375,2.573608000644122
model.language_model.layers.39.mlp.up_proj,mlp_up,39,0.9512195121951219,2560,10240,26214400,0.16502642631530762,0.29296875,0.0201873779296875,14.512471655328799,2433.52294921875,1.5255712411769962
model.language_model.layers.39.mlp.down_proj,mlp_down,39,0.9512195121951219,10240,2560,26214400,0.7869770526885986,0.416015625,0.0144500732421875,28.78986272439282,2400.28857421875,2.3043245111343853
model.language_model.layers.39.per_layer_input_gate,other,39,0.9512195121951219,2560,256,655360,2.606660842895508,0.265625,0.0164794921875,16.118518518518517,227.63531494140625,3.8803407128286858
model.language_model.layers.39.per_layer_projection,other,39,0.9512195121951219,256,2560,655360,13.123212814331055,0.8828125,0.030792236328125,28.669970267591676,219.695068359375,1.1417874867278996
model.language_model.layers.40.self_attn.q_proj,attn_qkv,40,0.975609756097561,2560,2048,5242880,4.075963973999023,0.458984375,0.017059326171875,26.905187835420392,1528.9527587890625,3.6358004880067103
model.language_model.layers.40.self_attn.o_proj,attn_out,40,0.975609756097561,2048,2560,5242880,2.55232572555542,0.38671875,0.0194244384765625,19.908876669285153,1543.7340087890625,3.763982589923958
model.language_model.layers.40.mlp.gate_proj,mlp_up,40,0.975609756097561,2560,10240,26214400,1.7711334228515625,0.435546875,0.017852783203125,24.396581196581195,2389.580078125,2.8078542972628457
model.language_model.layers.40.mlp.up_proj,mlp_up,40,0.975609756097561,2560,10240,26214400,0.37240028381347656,0.2734375,0.0188446044921875,14.510121457489879,2426.87158203125,1.7103340960435809
model.language_model.layers.40.mlp.down_proj,mlp_down,40,0.975609756097561,10240,2560,26214400,0.7132470607757568,0.59375,0.01446533203125,41.04641350210971,2404.87109375,2.3089673088766736
model.language_model.layers.40.per_layer_input_gate,other,40,0.975609756097561,2560,256,655360,2.5785775184631348,0.23828125,0.015960693359375,14.929254302103251,224.66168212890625,5.0865852508189295
model.language_model.layers.40.per_layer_projection,other,40,0.975609756097561,256,2560,655360,16.169614791870117,0.7265625,0.0268402099609375,27.0699260943718,226.5555877685547,1.1938262664775694
model.language_model.layers.41.self_attn.q_proj,attn_qkv,41,1.0,2560,4096,10485760,2.6722054481506348,0.28125,0.01593017578125,17.655172413793103,1779.3629150390625,2.54875988711793
model.language_model.layers.41.self_attn.o_proj,attn_out,41,1.0,4096,2560,10485760,1.6942925453186035,0.205078125,0.01438140869140625,14.259946949602123,1957.6671142578125,2.738091300855861
model.language_model.layers.41.mlp.gate_proj,mlp_up,41,1.0,2560,10240,26214400,2.08597993850708,0.4140625,0.017730712890625,23.352839931153184,2383.856689453125,3.1817730572284995
model.language_model.layers.41.mlp.up_proj,mlp_up,41,1.0,2560,10240,26214400,1.3643255233764648,0.27734375,0.0182952880859375,15.15929941618015,2404.7724609375,2.3572718208520844
model.language_model.layers.41.mlp.down_proj,mlp_down,41,1.0,10240,2560,26214400,1.6582317352294922,0.419921875,0.01181793212890625,35.53260167850226,2414.3779296875,2.9890142210034094
model.language_model.layers.41.per_layer_input_gate,other,41,1.0,2560,256,655360,7.461302757263184,0.1142578125,0.007106781005859375,16.07729468599034,196.08761596679688,5.088545852242978
model.language_model.layers.41.per_layer_projection,other,41,1.0,256,2560,655360,10.180281639099121,0.70703125,0.040740966796875,17.35430711610487,239.73785400390625,3.5804820017695826
model.language_model.per_layer_model_projection,other,,0.0,2560,10752,27525120,0.8097045421600342,0.37890625,0.019439697265625,19.491365777080063,2373.344970703125,6.222484594925475
model.embed_vision.embedding_projection,other,,0.0,768,2560,1966080,2.1451263427734375,0.5625,0.031951904296875,17.60458452722063,701.9998168945312,1.9699102278036553
model.embed_audio.embedding_projection,other,,0.0,1536,2560,3932160,0.613523006439209,0.212890625,0.023773193359375,8.955070603337612,814.1484375,2.337061027154745
