layer_idx_in_block,layer_name,role,out_features,in_features,n_params,kl_div,top1_disagree,n_valid_positions,elapsed_s
15,model.layers.15.mlp.up_proj,mlp_up,8192,3072,25165824,0.04648856446146965,0.056410256773233414,195,0.09701728820800781
15,model.layers.15.mlp.down_proj,mlp_down,3072,8192,25165824,0.06932699680328369,0.08205128461122513,195,0.09835934638977051
16,model.layers.16.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.019750645384192467,0.061538465321063995,195,0.07657599449157715
16,model.layers.16.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.015355776064097881,0.041025642305612564,195,0.07220196723937988
16,model.layers.16.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.006025712005794048,0.0051282052882015705,195,0.07650566101074219
16,model.layers.16.self_attn.o_proj,attn_out,3072,3072,9437184,0.009051979519426823,0.025641025975346565,195,0.07628178596496582
16,model.layers.16.mlp.gate_proj,mlp_up,8192,3072,25165824,0.027957076206803322,0.061538465321063995,195,0.09760594367980957
16,model.layers.16.mlp.up_proj,mlp_up,8192,3072,25165824,0.036795493215322495,0.04615384712815285,195,0.09608983993530273
16,model.layers.16.mlp.down_proj,mlp_down,3072,8192,25165824,0.058135587722063065,0.0923076942563057,195,0.09468936920166016
17,model.layers.17.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.016484849154949188,0.025641025975346565,195,0.07258081436157227
17,model.layers.17.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.031672846525907516,0.06666667014360428,195,0.07459354400634766
17,model.layers.17.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.0036292984150350094,0.020512821152806282,195,0.0748436450958252
17,model.layers.17.self_attn.o_proj,attn_out,3072,3072,9437184,0.005170315038412809,0.020512821152806282,195,0.07657504081726074
17,model.layers.17.mlp.gate_proj,mlp_up,8192,3072,25165824,0.03098524548113346,0.04615384712815285,195,0.09735274314880371
17,model.layers.17.mlp.up_proj,mlp_up,8192,3072,25165824,0.03305697441101074,0.056410256773233414,195,0.09713864326477051
17,model.layers.17.mlp.down_proj,mlp_down,3072,8192,25165824,0.04401620849967003,0.04615384712815285,195,0.09764790534973145
18,model.layers.18.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.015019959770143032,0.041025642305612564,195,0.07982420921325684
18,model.layers.18.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.017282918095588684,0.056410256773233414,195,0.07577323913574219
18,model.layers.18.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.010179239325225353,0.03589743748307228,195,0.07386326789855957
18,model.layers.18.self_attn.o_proj,attn_out,3072,3072,9437184,0.009798772633075714,0.03589743748307228,195,0.07517361640930176
18,model.layers.18.mlp.gate_proj,mlp_up,8192,3072,25165824,0.026763325557112694,0.05128205195069313,195,0.09359502792358398
18,model.layers.18.mlp.up_proj,mlp_up,8192,3072,25165824,0.0329282209277153,0.07179487496614456,195,0.0944068431854248
18,model.layers.18.mlp.down_proj,mlp_down,3072,8192,25165824,0.04583045095205307,0.0923076942563057,195,0.0987250804901123
19,model.layers.19.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.012087227776646614,0.010256410576403141,195,0.07644867897033691
19,model.layers.19.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.013303632847964764,0.025641025975346565,195,0.07419562339782715
19,model.layers.19.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.005625221412628889,0.025641025975346565,195,0.07400035858154297
19,model.layers.19.self_attn.o_proj,attn_out,3072,3072,9437184,0.0074685439467430115,0.015384616330265999,195,0.07701730728149414
19,model.layers.19.mlp.gate_proj,mlp_up,8192,3072,25165824,0.02751343697309494,0.05128205195069313,195,0.09740900993347168
19,model.layers.19.mlp.up_proj,mlp_up,8192,3072,25165824,0.028418585658073425,0.056410256773233414,195,0.0964212417602539
19,model.layers.19.mlp.down_proj,mlp_down,3072,8192,25165824,0.038308676332235336,0.056410256773233414,195,0.09695053100585938
20,model.layers.20.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.01520971953868866,0.03589743748307228,195,0.0770263671875
20,model.layers.20.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.01435963623225689,0.030769232660531998,195,0.07231616973876953
20,model.layers.20.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.00437884358689189,0.025641025975346565,195,0.07207441329956055
20,model.layers.20.self_attn.o_proj,attn_out,3072,3072,9437184,0.004479515831917524,0.025641025975346565,195,0.07285070419311523
20,model.layers.20.mlp.gate_proj,mlp_up,8192,3072,25165824,0.024604666978120804,0.061538465321063995,195,0.10283374786376953
20,model.layers.20.mlp.up_proj,mlp_up,8192,3072,25165824,0.02505527250468731,0.06666667014360428,195,0.09979391098022461
20,model.layers.20.mlp.down_proj,mlp_down,3072,8192,25165824,0.03955629840493202,0.056410256773233414,195,0.09952449798583984
21,model.layers.21.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.00901121087372303,0.041025642305612564,195,0.07727885246276855
21,model.layers.21.self_attn.k_proj,attn_qkv,1024,3072,3145728,0.009253269992768764,0.03589743748307228,195,0.07361960411071777
21,model.layers.21.self_attn.v_proj,attn_qkv,1024,3072,3145728,0.0037864537443965673,0.020512821152806282,195,0.07409381866455078
21,model.layers.21.self_attn.o_proj,attn_out,3072,3072,9437184,0.004879123531281948,0.03589743748307228,195,0.08057785034179688
21,model.layers.21.mlp.gate_proj,mlp_up,8192,3072,25165824,0.01947086676955223,0.056410256773233414,195,0.0995335578918457
21,model.layers.21.mlp.up_proj,mlp_up,8192,3072,25165824,0.023128680884838104,0.05128205195069313,195,0.09856510162353516
21,model.layers.21.mlp.down_proj,mlp_down,3072,8192,25165824,0.03282870724797249,0.041025642305612564,195,0.09820723533630371
22,model.layers.22.self_attn.q_proj,attn_qkv,3072,3072,9437184,0.018872424960136414,0.041025642305612564,195,0.07304024696350098
